Jurisdiction,CTR_ID,Organization_Name,Location,Survey_Close_Date,Survey_Cycle,Total_Employees,Surveys_Returned,Response_Rate,Total_Weekly_Trips,Drive_Alone_Rate,VMT_per_Employee,Yearly_GHG_Metric_Tons,Weekly_CWW_Days,Weekly_Telework_Days,Weekly_Bus_Trips,Weekly_Train_Trips,Weekly_Carpool_Trips,Weekly_Vanpool_Trips,Weekly_Walk_Trips,Weekly_Bike_Trips,Weekly_Drive_Alone_Trips,Weekly Other Trips,Yearly_Total_VMT,Data_Source
City of Bellevue,E81521,HNTB Corporation,DT,,2001/2002,120,78.0,0.705357143,401.0,0.322857143,4.951791304,,20.0,9.0,195.3,4.0,39.4,0.0,4.0,5.0,124.3,0.0,148553.73912,Historic Records
City of Bellevue,E85332,Harland Financial Solutions,ODT,,2001/2002,180,92.0,0.671428571,451.0,0.754966887,12.25251852,,0.0,18.0,22.0,0.0,64.0,5.0,0.0,0.0,342.0,0.0,551363.3334,Historic Records
City of Bellevue,E81232,Hewlett Packard Company,ODT,,2001/2002,181,128.0,0.723756906,626.5,0.574879227,11.05325,,14.5,238.0,4.0,0.0,8.0,0.0,0.0,0.0,357.0,5.0,500159.5625,Historic Records
City of Bellevue,E87130,Hewlett Packard Company,ODT,,2001/2002,220,196.0,0.9,904.5,0.484025559,8.487177083,,0.0,375.0,12.0,0.0,62.0,0.0,0.0,0.0,454.5,1.0,466794.73956500005,Historic Records
City of Bellevue,E87874,Hopelink,ODT,,2001/2002,60,32.0,0.533333333,153.0,0.818181818,11.68111828,,0.0,0.0,13.0,0.0,14.0,0.0,0.0,0.0,126.0,0.0,175216.7742,Historic Records
City of Bellevue,E88807,ING Direct,ODT,,2001/2002,107,88.0,0.822429907,436.0,0.824200913,12.97615504,,0.0,0.0,16.0,0.0,46.0,0.0,10.0,3.0,361.0,0.0,347112.14732000005,Historic Records
City of Bellevue,E88369,InfoSpace Inc.,DT,,2001/2002,600,0.0,0.0,15.0,0.711496545,,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E86405,Keane Care Inc.,ODT,,2001/2002,82,79.0,0.975609756,389.0,0.659335038,12.46823288,,0.0,7.2,10.0,0.0,109.0,0.0,5.0,0.0,257.8,0.0,255598.77404,Historic Records
City of Bellevue,E88815,Key Bank of Washington,DT,,2001/2002,195,0.0,0.0,0.0,0.414894712,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E85837,Lynx Medical Systems Inc,ODT,,2001/2002,90,77.0,0.855555556,388.0,0.767567568,13.76315789,,29.0,7.0,5.0,0.0,56.0,0.0,5.0,0.0,284.0,2.0,309671.052525,Historic Records
City of Bellevue,E86165,Marconi Inc.,DT,,2001/2002,170,119.0,0.717647059,593.0,0.702083333,12.13305,,23.5,16.0,69.5,0.0,55.6,0.0,15.0,4.0,404.4,5.0,515654.625,Historic Records
City of Bellevue,E81729,Microsoft Corporation,ODT,,2001/2002,409,295.0,0.731051345,1450.928571,0.737180373,12.5721164,,19.42857143,14.0,72.0,2.0,260.8,4.0,9.0,1.0,1066.7,2.0,1285498.9019,Historic Records
City of Bellevue,E81737,Microsoft Corporation,DT,,2001/2002,432,321.0,0.75,1563.125,0.771273193,11.73219471,,9.625,16.0,49.0,13.0,195.5,19.0,0.0,2.0,1205.5,53.5,1267077.02868,Historic Records
City of Bellevue,E81745,Microsoft Corporation,ODT,,2001/2002,417,265.0,0.637889688,1292.15,0.826491092,13.38850233,,15.15,1.0,38.0,5.0,160.0,0.0,1.0,1.0,1067.0,4.0,1395751.3679025,Historic Records
City of Bellevue,E87544,Microsoft Corporation,ODT,,2001/2002,100,80.0,0.81,397.0,0.791457286,12.59679279,,0.0,0.0,6.0,4.0,44.0,0.0,3.0,0.0,315.0,25.0,314919.81974999997,Historic Records
City of Bellevue,E87940,Microsoft Corporation,ODT,,2001/2002,185,147.0,0.8,740.0,0.867403315,14.86407525,,16.0,0.0,8.0,0.0,67.0,4.0,0.0,0.0,628.0,17.0,687463.4803125,Historic Records
City of Bellevue,E86488,Molina Healthcare of Washington Inc.,ODT,,2001/2002,87,87.0,1.0,423.0,0.746478873,12.69300383,,0.0,1.0,9.0,0.0,93.0,0.0,0.0,1.0,318.0,1.0,276072.83330249996,Historic Records
City of Bellevue,E87171,Mulvanny G2 Architecture,DT,,2001/2002,200,114.0,0.575,582.0,0.78330373,11.96875309,,22.0,1.0,18.0,0.0,95.0,5.0,0.0,0.0,441.0,0.0,598437.6545000001,Historic Records
City of Bellevue,E82578,Nordstrom,DT,,2001/2002,950,234.0,0.634020619,919.0,0.836724048,13.19328617,,0.0,0.0,25.0,0.0,74.0,0.0,11.0,0.0,802.0,7.0,3133405.465375,Historic Records
City of Bellevue,E87726,Onyx Software,ODT,,2001/2002,330,221.0,0.69375,1102.5,0.752069917,12.04299694,,20.0,24.0,43.0,0.0,166.0,0.0,9.0,22.0,817.5,1.0,993547.24755,Historic Records
City of Bellevue,E81588,Overlake Hospital Medical Center,ODT,,2001/2002,1846,393.0,0.652528548,1818.789474,0.734888653,11.39234498,,11.78947368,6.0,75.0,0.0,301.0,4.0,28.0,5.0,1386.0,2.0,5257567.20827,Historic Records
City of Bellevue,E81778,PACCAR Inc,DT,,2001/2002,425,278.0,0.663529412,1368.0,0.671532847,11.19938367,,0.0,5.0,155.0,0.0,204.0,71.0,9.0,4.0,920.0,0.0,1189934.5149375,Historic Records
City of Bellevue,E87825,Parker Smith & Feek Inc,ODT,,2001/2002,111,74.0,0.962025316,350.5,0.677777778,11.16203849,,8.0,2.0,21.5,0.0,60.0,13.0,0.0,0.0,244.0,2.0,309746.5680975,Historic Records
City of Bellevue,E81216,Puget Sound Energy,ODT,,2001/2002,107,57.0,0.542056075,278.0,0.700355872,12.49124848,,0.0,0.0,23.5,0.0,38.8,9.0,0.0,9.9,196.8,0.0,334140.89684,Historic Records
City of Bellevue,E84681,Puget Sound Energy,DT,,2001/2002,391,292.0,0.759590793,1426.880952,0.587753674,11.29165653,,15.38095238,8.8,321.0,0.0,171.8,36.0,21.0,5.0,839.9,8.0,1103759.4258074998,Historic Records
City of Bellevue,E84285,Qwest Corporation,DT,,2001/2002,610,431.0,0.713114754,2100.25,0.394864479,9.262102264,0.0,24.75,99.0,303.5,0.0,786.6,32.0,13.0,10.0,830.4,1.0,1412470.59526,Historic Records
City of Bellevue,E81109,Safeway Stores Inc,ODT,,2001/2002,1347,408.0,0.938914027,1870.0,0.7886873,15.44236001,0.0,5.0,0.0,19.0,0.0,300.0,61.0,2.0,4.0,1478.0,1.0,5200214.7333675,Historic Records
City of Bellevue,E85431,Sierra Entertainment,ODT,,2001/2002,540,392.0,0.72962963,1926.0,0.812240664,12.22798942,0.0,0.0,6.0,79.0,5.0,262.0,0.0,2.0,3.0,1566.0,3.0,1650778.5717,Historic Records
City of Bellevue,E86181,Solucient LLC,DT,,2001/2002,164,73.0,0.561538462,351.0,0.576763485,12.46186059,0.0,0.0,4.0,66.5,0.0,58.0,5.0,4.0,5.0,208.5,0.0,510936.28419000003,Historic Records
City of Bellevue,E81141,State of Washington,ODT,,2001/2002,175,148.0,0.885714286,679.714876,0.670305832,12.33168254,0.0,20.21487603,29.5,14.0,0.0,68.975,63.8,4.0,6.0,471.225,2.0,539511.1111249999,Historic Records
City of Bellevue,E81612,State of Washington,ODT,,2001/2002,497,185.0,0.717557252,909.0,0.81359116,11.76797333,0.0,16.0,3.2,39.0,0.0,99.5,0.0,10.0,5.0,736.3,0.0,1462170.6862525,Historic Records
City of Bellevue,E82842,State of Washington,ODT,,2001/2002,135,109.0,0.82962963,517.94,0.748579545,11.07358576,0.0,15.44,0.0,13.0,0.0,87.25,0.0,0.0,5.0,395.25,2.0,373733.51940000005,Historic Records
City of Bellevue,E81455,SumTotal Systems Inc.,DT,,2001/2002,171,80.0,0.666666667,389.5,0.555699482,11.53591111,0.0,6.0,5.0,24.0,0.0,133.0,0.0,0.0,2.0,214.5,5.0,493160.1999525,Historic Records
City of Bellevue,E87767,T-Mobile USA Inc.,ODT,,2001/2002,1200,829.0,0.734443471,4079.0,0.831843712,12.56932419,0.0,0.0,12.0,92.2,0.0,514.4,7.0,35.0,2.0,3406.4,10.0,3770797.2569999998,Historic Records
City of Bellevue,E84574,US Bank of Washington,DT,,2001/2002,137,117.0,0.861313869,568.0,0.67469459,10.53539949,0.0,0.0,4.0,77.0,0.0,77.4,15.0,8.0,0.0,386.6,0.0,360837.43253249995,Historic Records
City of Bellevue,E82586,Unigard Insurance Group,ODT,,2001/2002,425,358.0,0.849411765,1744.0,0.677973819,11.37859401,0.0,0.0,8.2,71.0,0.0,298.6,136.0,18.0,7.0,1191.2,14.0,1208975.6135625,Historic Records
City of Bellevue,E87742,Veritest,ODT,,2001/2002,109,80.0,0.743119266,389.0,0.70437018,12.96813333,0.0,0.0,6.0,36.0,0.0,63.0,0.0,8.0,2.0,274.0,0.0,353381.6332425,Historic Records
City of Bellevue,E81273,Verizon,ODT,,2001/2002,1035,275.0,0.268599034,1276.166667,0.651461538,12.45891698,0.0,20.66666667,112.7,41.0,0.0,241.1,5.0,8.0,0.0,846.9,0.8,3223744.7685749996,Historic Records
City of Bellevue,E81281,Verizon,ODT,,2001/2002,110,47.0,0.427272727,229.0,0.847826087,14.97884444,0.0,0.0,6.0,9.0,0.0,19.0,0.0,0.0,0.0,195.0,0.0,411918.22209999996,Historic Records
City of Bellevue,E87114,Verizon,ODT,,2001/2002,650,373.0,0.586153846,1515.0,0.752779513,16.59039174,0.0,20.0,0.0,75.0,1.0,174.0,0.0,14.0,0.0,1205.2,25.8,2695938.6577500002,Historic Records
City of Bellevue,E87189,Waggener Edstrom,DT,,2001/2002,100,0.0,0.0,20.0,0.875978563,,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E89102,Wyndham Vacation Ownership,ODT,,2001/2002,200,0.0,0.0,20.0,0.758789733,,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E83147,AAA Washington,ODT,,2003/2004,222,175.0,0.788288288,770.0,0.791720569,15.18469923,,0.0,1.0,55.0,0.0,90.0,0.0,9.0,0.0,612.0,3.0,842750.807265,Historic Records
City of Bellevue,E81315,AREVA T&D Inc.,ODT,,2003/2004,290,212.0,0.74137931,1045.75,0.747093023,9.966018868,,17.75,22.0,82.0,0.0,141.0,0.0,0.0,12.0,771.0,0.0,722536.3679300001,Historic Records
City of Bellevue,E87718,Alltel,ODT,,2003/2004,450,353.0,0.795555556,1753.0,0.727542857,13.59478119,,5.0,4.8,22.0,5.0,416.0,5.0,8.0,12.0,1273.2,2.0,1529412.883875,Historic Records
City of Bellevue,E84525,Attachmate Corporation,ODT,,2003/2004,311,258.0,0.845659164,1254.5,0.763621922,12.43732494,,4.0,18.7,54.6,5.8,127.0,52.0,13.0,16.0,961.4,2.0,967002.014085,Historic Records
City of Bellevue,E81323,CH2M Hill,DT,,2003/2004,385,203.0,0.535064935,952.5,0.391632549,6.785092601,,4.5,39.925,374.575,2.0,63.75,32.125,22.0,10.0,382.625,21.0,653065.16284625,Historic Records
City of Bellevue,E81307,City University,ODT,,2003/2004,151,146.0,0.986754967,709.9,0.762208068,14.19357554,,23.4,5.0,20.0,0.0,105.0,1.0,4.0,6.0,538.5,7.0,535807.476635,Historic Records
City of Bellevue,E81240,City of Bellevue,ODT,,2003/2004,684,544.0,0.828614009,2465.588398,0.617225522,9.68073904,,13.08839779,1.0,166.55,5.0,511.725,75.75,31.0,22.2,1610.65,28.625,1655406.37584,Historic Records
City of Bellevue,E81257,City of Bellevue,ODT,,2003/2004,147,101.0,0.77443609,492.0,0.380321285,11.07709132,,0.0,0.7,0.0,0.7,258.5,37.0,0.7,0.0,189.4,5.0,407083.10601,Historic Records
City of Bellevue,E84491,Coca-Cola Bottling of Washington,ODT,,2003/2004,429,55.0,0.626373626,275.0,0.905454545,14.85529412,,0.0,0.0,5.0,0.0,21.0,0.0,0.0,0.0,249.0,0.0,1593230.29437,Historic Records
City of Bellevue,E86538,Coinstar Inc.,ODT,,2003/2004,540,142.0,0.684210526,757.0,0.774147727,14.79217007,,60.0,7.0,27.0,1.0,108.0,4.0,5.0,0.0,545.0,0.0,1996942.95945,Historic Records
City of Bellevue,E87601,Drugstore.com,ODT,,2003/2004,181,153.0,0.867403315,696.0,0.809495445,10.8799289,,0.0,5.0,33.5,4.0,67.8,0.0,6.0,2.125,577.575,0.0,492316.782725,Historic Records
City of Bellevue,E87247,Entranco,DT,,2003/2004,83,81.0,0.975903614,394.2926829,0.441112532,7.971451754,,14.29268293,1.0,60.125,0.0,122.0,3.0,16.4,2.0,172.475,3.0,165407.6238955,Historic Records
City of Bellevue,E88252,Expedia.com,ODT,,2003/2004,802,623.0,0.789276808,3026.88,0.815001649,12.29846164,,2.88,34.2,193.1,0.0,292.8,7.0,1.0,19.0,2471.9,5.0,2465841.55882,Historic Records
City of Bellevue,E81224,GE Commercial Finance,DT,,2003/2004,225,166.0,0.755555556,819.0,0.349388753,6.879367755,,5.0,7.0,192.0,0.0,140.2,172.0,15.0,2.0,285.8,0.0,386964.43621875,Historic Records
City of Bellevue,E81471,HDR Engineering,DT,,2003/2004,125,85.0,0.688,417.0,0.256658596,5.583345238,,4.0,0.0,202.0,0.0,87.0,4.0,9.0,4.0,106.0,1.0,174479.5386875,Historic Records
City of Bellevue,E81521,HNTB Corporation,DT,,2003/2004,109,92.0,0.902912621,446.5,0.409312639,7.155077395,,0.0,12.0,157.9,0.0,44.0,13.0,25.0,5.0,184.6,5.0,194975.85901375,Historic Records
City of Bellevue,E85332,Harland Financial Solutions,ODT,,2003/2004,152,109.0,0.769230769,532.0,0.799625468,13.00343396,,0.0,12.0,9.0,0.0,73.0,4.0,5.0,2.0,427.0,0.0,494130.49048000004,Historic Records
City of Bellevue,E87130,Hewlett Packard Company,ODT,,2003/2004,419,244.0,0.596658711,1170.5,0.610378562,12.95855379,,4.0,359.5,0.0,2.0,53.0,0.0,0.0,8.0,717.5,26.5,1357408.5095025,Historic Records
City of Bellevue,E88807,ING Direct,ODT,,2003/2004,93,68.0,0.752688172,337.0,0.762611276,11.94187065,,4.0,1.0,11.0,0.0,63.0,0.0,0.0,1.0,257.0,0.0,277648.4926125,Historic Records
City of Bellevue,E88369,InfoSpace Inc.,DT,,2003/2004,533,370.0,0.699812383,1840.0,0.685073811,9.690077715,,15.0,7.0,281.0,0.0,210.0,5.0,43.0,20.0,1253.0,6.0,1291202.8555237497,Historic Records
City of Bellevue,E88815,Key Bank of Washington,DT,,2003/2004,202,121.0,0.85915493,588.0,0.376271186,6.507302135,,0.0,6.0,269.0,0.0,56.0,24.0,4.0,0.0,222.0,7.0,328618.75781750004,Historic Records
City of Bellevue,E86165,Marconi Inc.,DT,,2003/2004,88,64.0,0.738636364,371.6176471,0.675237342,12.4750625,,58.11764706,16.125,40.0,0.0,28.0,0.0,9.0,7.0,213.375,0.0,274451.375,Historic Records
City of Bellevue,E87940,Microsoft Corporation,ODT,,2003/2004,134,102.0,0.776119403,509.0,0.736738703,12.71176812,,0.0,9.0,1.0,0.0,85.0,15.0,5.0,3.0,375.0,16.0,425844.23202,Historic Records
City of Bellevue,E87171,Mulvanny G2 Architecture,DT,,2003/2004,250,43.0,0.43,213.0,0.835680751,13.47674419,,0.0,3.0,5.0,0.0,26.0,0.0,1.0,0.0,178.0,0.0,842296.511875,Historic Records
City of Bellevue,E82578,Nordstrom,DT,,2003/2004,770,372.0,0.778,1459.0,0.86292814,13.52555489,,32.0,0.9,64.4,1.9,46.0,0.0,5.0,0.9,1284.9,23.0,2603669.316325,Historic Records
City of Bellevue,E89532,Onyx Software,DT,,2003/2004,200,0.0,0.0,5.5,0.732650674,,,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E89649,Open Text Inc.,ODT,,2003/2004,105,93.0,0.914285714,443.5,0.87972973,14.91610989,,0.0,8.9,12.0,1.0,29.0,0.0,2.0,0.0,390.6,0.0,391547.8846125,Historic Records
City of Bellevue,E81588,Overlake Hospital Medical Center,ODT,,2003/2004,2175,179.0,0.284615385,784.5,0.620192308,10.35632917,,18.0,1.0,51.0,1.0,172.5,9.0,10.0,6.0,516.0,0.0,5631253.9861875,Historic Records
City of Bellevue,E81778,PACCAR Inc,DT,,2003/2004,417,338.0,0.824940048,1637.0,0.647345943,9.967632836,,0.0,9.0,109.0,0.0,341.0,80.0,25.0,6.0,1061.0,6.0,1039125.7231530001,Historic Records
City of Bellevue,E87825,Parker Smith & Feek Inc,ODT,,2003/2004,138,84.0,0.725,406.5,0.725609756,10.61590244,,12.0,8.0,6.0,0.0,83.0,0.0,0.0,0.0,297.5,0.0,366248.63417999994,Historic Records
City of Bellevue,E81216,Puget Sound Energy,ODT,,2003/2004,133,92.0,0.706766917,447.0,0.797356828,14.11634058,,0.0,1.0,16.0,0.0,39.0,21.0,5.0,2.0,362.0,1.0,469368.324285,Historic Records
City of Bellevue,E84681,Puget Sound Energy,DT,,2003/2004,531,374.0,0.715630885,1819.046154,0.656848185,10.68821455,0.0,27.04615385,10.0,372.0,0.0,150.85,37.0,18.0,8.0,1194.15,2.0,1418860.4815125,Historic Records
City of Bellevue,E84285,Qwest Corporation,DT,,2003/2004,378,265.0,0.716931217,1298.115385,0.386162433,8.676111838,0.0,10.61538462,128.0,155.0,0.0,438.875,22.0,14.0,6.0,501.625,22.0,819892.5686910001,Historic Records
City of Bellevue,E81109,Safeway Stores Inc,ODT,,2003/2004,1209,327.0,0.967551622,1500.25,0.716316316,16.31365987,0.0,26.25,9.15,21.0,2.0,320.45,39.0,9.0,0.0,1073.4,0.0,4930803.695707499,Historic Records
City of Bellevue,E89375,Savers Inc.,ODT,,2003/2004,102,86.0,0.852941176,403.5,0.877777778,13.9193,0.0,0.0,3.0,1.0,0.0,38.0,0.0,0.0,0.0,355.5,6.0,354942.14999999997,Historic Records
City of Bellevue,E85431,Sierra Entertainment,ODT,,2003/2004,135,93.0,0.703703704,459.0,0.843137255,11.53856522,0.0,0.0,2.0,22.0,1.0,47.0,0.0,0.0,0.0,387.0,0.0,389426.57617500005,Historic Records
City of Bellevue,E86181,Solucient LLC,DT,,2003/2004,155,80.0,0.535483871,388.0,0.652284264,11.43824473,0.0,0.0,5.0,61.0,0.0,45.0,5.0,10.0,5.0,257.0,0.0,443231.9832875,Historic Records
City of Bellevue,E81141,State of Washington,ODT,,2003/2004,190,187.0,0.994736842,861.7137405,0.619119318,11.68819286,0.0,22.21374046,62.0,14.9,0.0,112.9,82.8,13.175,2.9,544.825,6.0,555189.16085,Historic Records
City of Bellevue,E81612,State of Washington,ODT,,2003/2004,1786,248.0,0.722543353,1171.4,0.702627119,10.43467071,0.0,6.4,16.0,122.1,0.0,166.7,4.0,22.1,4.0,829.1,1.0,4659080.472015,Historic Records
City of Bellevue,E82842,State of Washington,ODT,,2003/2004,102,75.0,0.865168539,378.0,0.852861035,11.60878378,0.0,22.0,0.0,5.0,0.0,33.0,0.0,0.0,5.0,313.0,0.0,296023.98639,Historic Records
City of Bellevue,E81455,SumTotal Systems Inc.,DT,,2003/2004,129,43.0,0.341085271,213.0,0.723004695,12.92170543,0.0,0.0,2.0,16.0,0.0,30.0,11.0,0.0,0.0,154.0,0.0,416725.00011749996,Historic Records
City of Bellevue,E87767,T-Mobile USA Inc.,ODT,,2003/2004,1284,780.0,0.809866393,3858.0,0.79833203,12.39462687,0.0,30.0,16.8,118.0,0.0,551.0,8.0,46.0,10.0,3063.2,15.0,3978675.22527,Historic Records
City of Bellevue,E81158,The Boeing Company,ODT,,2003/2004,207,156.0,0.782608696,746.6578947,0.919534413,16.205971,0.0,19.15789474,3.125,9.0,0.0,25.0,5.0,0.0,2.0,681.375,2.0,838658.9992500001,Historic Records
City of Bellevue,E81174,The Boeing Company,ODT,,2003/2004,2430,769.0,0.616153846,3575.153677,0.774106779,14.49737065,0.0,20.15367728,392.45,38.825,7.0,178.125,47.6,26.0,6.0,2849.1,9.9,8807152.669875,Historic Records
City of Bellevue,E89177,The Boeing Company,ODT,,2003/2004,231,184.0,0.805194805,889.2935484,0.626329043,12.21292593,0.0,20.79354839,190.5,18.0,3.0,85.175,7.5,0.0,1.0,559.625,3.7,705296.4724575001,Historic Records
City of Bellevue,E84574,US Bank of Washington,DT,,2003/2004,109,90.0,0.825688073,434.0,0.643835616,8.925716475,0.0,0.0,0.0,71.0,0.0,77.0,4.0,0.0,0.0,282.0,0.0,243225.77394375,Historic Records
City of Bellevue,E82586,Unigard Insurance Group,ODT,,2003/2004,407,357.0,0.912718204,1740.0,0.707949309,11.21749629,0.0,14.0,14.0,54.0,1.0,232.5,164.5,17.0,5.0,1229.0,9.0,1141380.2475075,Historic Records
City of Bellevue,E81273,Verizon,ODT,,2003/2004,1040,600.0,0.639583333,2825.0,0.780287115,16.13113156,0.0,25.0,18.9,97.0,5.0,396.6,17.0,16.0,8.0,2228.5,13.0,4194094.2056000005,Historic Records
City of Bellevue,E87114,Verizon,ODT,,2003/2004,509,317.0,0.81,1339.666667,0.747190202,16.76628575,0.0,11.16666667,3.0,89.8,6.0,186.6,0.0,6.0,0.0,1037.1,0.0,2133509.8616875,Historic Records
City of Bellevue,E87189,Waggener Edstrom,DT,,2003/2004,151,109.0,0.728476821,538.0,0.856321839,12.48835294,0.0,20.0,10.0,22.0,0.0,32.0,5.0,0.0,2.0,447.0,0.0,471435.323485,Historic Records
City of Bellevue,E80039,Washington Federal Savings,DT,,2003/2004,100,112.0,0.729032258,551.0,0.457657658,8.386636905,0.0,0.0,0.0,216.0,0.0,54.0,19.0,6.0,2.0,254.0,0.0,209665.92262499998,Historic Records
City of Bellevue,E89102,Wyndham Vacation Ownership,ODT,,2003/2004,215,151.0,0.739534884,769.0,0.734312417,15.49664269,0.0,20.0,0.0,10.0,1.0,181.0,0.0,6.0,1.0,550.0,0.0,832944.5445875,Historic Records
City of Bellevue,E83147,AAA Washington,ODT,,2005/2006,252,141.0,0.871165644,677.0,0.702619414,14.638949,,30.0,6.0,50.0,3.0,116.0,2.0,5.0,1.0,456.0,8.0,922253.787,Historic Records
City of Bellevue,E81315,AREVA T&D Inc.,ODT,,2005/2006,306,237.0,0.808724832,1151.5,0.716137566,9.689632533,,23.0,13.9,59.0,0.0,209.5,4.0,10.0,9.0,812.1,11.0,741256.8887745,Historic Records
City of Bellevue,E87718,Alltel,ODT,,2005/2006,450,337.0,0.766666667,1646.0,0.695736317,11.60941996,,0.0,22.0,33.0,8.0,384.6,11.0,24.0,7.0,1150.4,6.0,1306059.7455,Historic Records
City of Bellevue,E84525,Attachmate Corporation,ODT,,2005/2006,265,198.0,0.758490566,969.5,0.758272822,12.1532717,,11.0,19.6,35.0,0.0,100.925,56.0,0.0,16.0,730.975,0.0,805154.250125,Historic Records
City of Bellevue,E81323,CH2M Hill,DT,,2005/2006,294,212.0,0.738095238,1020.5,0.465339233,7.325224055,,25.0,45.5,297.0,5.0,58.0,31.75,30.0,35.0,473.25,20.0,538403.9680425,Historic Records
City of Bellevue,E81307,City University,ODT,,2005/2006,172,136.0,0.796511628,659.7142857,0.743491577,13.2330801,,25.71428571,11.4,22.0,0.0,104.1,5.0,1.0,3.0,485.5,2.0,569022.4443000001,Historic Records
City of Bellevue,E80526,City of Bellevue,DT,,2005/2006,781,548.0,0.714469,2420.369369,0.430979411,7.190168906,,13.86936937,2.0,558.15,5.6,487.475,85.675,48.35,25.6,1119.9,73.75,1403880.4788965,Historic Records
City of Bellevue,E81240,City of Bellevue,ODT,,2005/2006,682,491.0,0.73313783,2175.674556,0.596291533,9.096610642,,16.67455621,2.0,99.525,6.0,481.35,102.475,33.4,16.025,1390.85,27.375,1550972.114461,Historic Records
City of Bellevue,E81257,City of Bellevue,ODT,,2005/2006,137,97.0,0.708029197,480.0,0.456329114,11.73130739,,12.0,0.0,0.0,0.0,213.7,31.0,0.0,2.0,216.3,5.0,401797.2781075,Historic Records
City of Bellevue,E89797,Clark Nuber,DT,,2005/2006,106,90.0,0.737704918,446.1428571,0.744382022,11.34955909,,12.14285714,4.75,59.0,0.0,25.0,0.0,14.0,0.0,331.25,0.0,300763.315885,Historic Records
City of Bellevue,E86538,Coinstar Inc.,ODT,,2005/2006,196,153.0,0.803108808,721.0,0.804407713,14.90213103,,0.0,8.0,24.0,0.0,88.0,4.0,8.0,3.0,584.0,2.0,730204.4204699999,Historic Records
City of Bellevue,E80401,Drugstore.com,DT,,2005/2006,237,0.0,0.0,0.0,0.614916141,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E89979,Excell Data,ODT,,2005/2006,106,65.0,0.65,318.0,0.874213836,12.97161017,,0.0,17.0,0.0,2.0,16.0,0.0,0.0,1.0,278.0,4.0,343747.669505,Historic Records
City of Bellevue,E88252,Expedia.com,ODT,,2005/2006,1200,908.0,0.674452555,4384.0,0.756875638,10.88267474,,0.0,73.2,281.6,21.0,496.0,60.0,28.0,51.0,3338.2,35.0,3264802.4220000003,Historic Records
City of Bellevue,E81224,GE Commercial Finance,DT,,2005/2006,230,185.0,0.804347826,903.0,0.489825898,7.902671097,,0.0,8.0,178.6,0.0,127.25,119.0,15.0,0.0,450.15,5.0,454403.5880775,Historic Records
City of Bellevue,E81471,HDR Engineering,DT,,2005/2006,180,122.0,0.688888889,593.5,0.421273032,6.441463438,,0.0,7.0,234.0,0.0,66.0,9.0,20.0,0.0,251.5,6.0,289865.85471,Historic Records
City of Bellevue,E81521,HNTB Corporation,DT,,2005/2006,145,103.0,0.724137931,495.0,0.434,6.217864078,,0.0,6.0,205.0,0.0,34.0,5.0,17.0,10.0,217.0,1.0,225397.5728275,Historic Records
City of Bellevue,E85332,Harland Financial Solutions,ODT,,2005/2006,88,71.0,0.806818182,352.0,0.823863636,12.02142857,,0.0,6.0,14.0,0.0,42.0,0.0,0.0,0.0,290.0,0.0,264471.42854,Historic Records
City of Bellevue,E87130,Hewlett Packard Company,ODT,,2005/2006,471,197.0,0.435244161,937.0,0.510095643,10.41062069,,4.0,397.6,3.0,0.0,30.8,5.0,1.6,1.0,480.0,14.0,1225850.5862474998,Historic Records
City of Bellevue,E88369,InfoSpace Inc.,DT,,2005/2006,297,202.0,0.717770035,983.0,0.783358701,11.12875067,,0.0,7.0,98.0,4.0,74.0,0.0,12.0,3.0,772.0,13.0,826309.7372475,Historic Records
City of Bellevue,E80376,IntelliTax Software,ODT,,2005/2006,113,86.0,0.778761062,420.0,0.807619048,16.1128062,,2.0,1.8,18.0,0.0,57.0,0.0,0.0,2.0,339.2,0.0,455186.77515,Historic Records
City of Bellevue,E88815,Key Bank of Washington,DT,,2005/2006,180,86.0,0.790909091,413.0,0.258965102,6.022088372,,0.0,3.0,231.4,0.0,46.0,18.0,6.0,0.0,107.6,1.0,270993.97674,Historic Records
City of Bellevue,E87940,Microsoft Corporation,ODT,,2005/2006,166,165.0,1.0,822.6666667,0.782885086,14.89695354,,13.66666667,32.4,12.0,0.0,105.2,7.0,2.0,10.0,640.4,0.0,618223.57191,Historic Records
City of Bellevue,E87171,Mulvanny G2 Architecture,DT,,2005/2006,220,154.0,0.7,774.5,0.766055046,10.98348718,,15.0,12.0,33.0,0.0,108.0,0.0,16.0,0.0,584.5,6.0,604091.7949,Historic Records
City of Bellevue,E82578,Nordstrom,DT,,2005/2006,770,105.0,0.627777778,416.5,0.859813084,13.94997907,,0.0,0.0,8.0,0.0,27.5,0.0,10.0,0.0,368.0,3.0,2685370.970975,Historic Records
